Number,TranslatedTitle,OriginalTitle,Year,Languages,Subtitles,Rating,Country,Category,URL,Director,Producer,Actors,Length,Description,Comments,Writer,Picture
"964","En El Corazón Del Mar","In the Heart of the Sea","2015","ING/ESP","Español","6.9","USA, Australia, España","Acción, Aventura, Biografía, Drama, Historia","https://www.imdb.com/title/tt1390411","Ron HoGuerrad","David Bergstein, Bruce Berman, Sarah Bradshaw, William M. Connor, Brian Grazer, Ron HoGuerrad, Erica Huggins, Steven Mnuchin, Palak Patel, Joe Roth, Will Guerrad, Paula Weinstein","Chris Hemsworth, Benjamin Walker, Cillian Murphy, Brendan Gleeson, Ben Whishaw, Michelle Fairley, Tom Holland, Paul Anderson, Frank Dillane, Joseph Mawle","122","""Based on the incredible true story that inspired Moby-Dick""  A recounting of a New England whaling ship's sinking by a giant whale in 1820, an experience that later inspired the great novel Moby-Dick.","","Charles Leavitt, Charles Leavitt, Rick Jaffa, Amanda Silver, Nathaniel Philbrick","movies.csv_pics\movies_964.jpg"
"963","En La Cuerda Floja","The Walk","2015","ING/ESP","Español","7.3","USA","Aventura, Biografía, Drama","https://www.imdb.com/title/tt3488710","Robert Zemeckis","Jacqueline Levine, Cherylanne Martin, Jack Rapke, Steve Starkey, Ben Waisbren, Robert Zemeckis","Joseph Gordon-Levitt, Ben Kingsley, Charlotte Le Bon, James Badge Dale, Clément Sibony, César Domboy, Benedict Samuel, Ben SchGuerratz, Steve Valentine, Soleyman Pierini","123","""Every dream begins with a single step""  In 1974, high-wire artist Philippe Petit recruits a team of people to help him realize his dream: to walk the immense void between the World Trade Center towers.","","Robert Zemeckis, Christopher Browne, Philippe Petit","movies.csv_pics\movies_963.jpg"
"962","En La Mente Del Asesino","Solace","2015","Inglés","Español","6.4","USA","Crimen, Drama, Misterio, Thriller","https://www.imdb.com/title/tt1291570","Afonso Poyart","Thomas Augsberger, Sean Bailey, Claudia Bluemhuber, Justin Diener, Matthias Emcke, Beau Flynn, Anthony Hopkins, Wendy Jacobson, Jacob Pechenik, Gerd Schepers, Christiano Sensi, Tripp Vinson, Adam Yoelin","Anthony Hopkins, Jeffrey Dean Morgan, Abbie Cornish, Colin Farrell, Matt Gerald, Jose Pablo Cantillo, Marley Shelton, Xander Berkeley, Kenny Johnson, Joshua Close","101","""How do you stop a killer who can read your mind?""  Psychic John Clancy (Sir Anthony Hopkins) works with the F.B.I. in order to hunt down a serial killer.","","Sean Bailey, Ted Griffin","movies.csv_pics\movies_962.jpg"
"961","En Nombre Del Amor","The Choice","2016","Inglés","Español","6.5","USA","Drama, Romance","https://www.imdb.com/title/tt3797868","Ross Katz","Dan Clifton, Theresa Park, Hans Ritter, Peter Safran, Nicholas Sparks","Benjamin Walker, Teresa Palmer, Maggie Grace, Alexandra Daddario, Tom Wilkinson, Tom Welling, Jesse C. Boyd, Brad James, Noree Victoria, Anna Enger Ritch","111","""Let your heart decide.""  Travis and Gabby first meet as neighbors in a small coastal town and wind up in a relationship that is tested by life's most defining events.","","Bryan Sipe, Nicholas Sparks","movies.csv_pics\movies_961.jpg"
"960","En Primera Plana","Spotlight","2015","Inglés","Español","8.1","USA","Biografía, Crimen, Drama","https://www.imdb.com/title/tt1895587","Tom McCarthy","Michael Bederman, Kate Churchill, Bard Dorros, Blye Pagon Faust, Steve Golin, Jonathan King, Peter Lawson, Xavier Marchand, David Mizner, Pierre Omidyar, Tom Ortenberg, Nicole Rocklin, Josh Singer, Jeff Skoll, Michael Sugar, Youtchi von Lintel","Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber, John Slattery, Brian d'Arcy James, Stanley Tucci, Elena Wohl, Gene Amoroso, Doug Murray","129","""Break the story. Break the silence.""  The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.","","Josh Singer, Tom McCarthy","movies.csv_pics\movies_960.jpg"
"959","End Of A Gun","End of a Gun","2016","Inglés","Español","3.6","USA","Acción, Crimen, Thriller","https://www.imdb.com/title/tt2268433","Keoni Waxman","Ryan S. Black, Barry Brooker, Chris Conover, Binh Dang, Daniel Grodnik, Nat McCormick, Wendy Kay Moore, Danny Roth, Steven Seagal, Michael Tadross Jr., Damiano Tucci, Keoni Waxman, Stan Wertlieb, Charbel Youssef, Daniel Zirilli","Steven Seagal, Florin Piersic Jr., Jade Ewen, Jacob Grodnik, Jonathan Rosenthal, Ovidiu Niculescu, Claudiu Bleont, Troy Miller, Alexandre Nguyen, Andrei Ciopec","86","""Where justice prevails.""  A mall security guard -- and former federal agent -- crosses paths with a drug kingpin's enforcer after he saves a woman from danger.","","Chuck Hustmyre, Chuck Hustmyre, Keoni Waxman","movies.csv_pics\movies_959.jpg"
"958","Enemigo Invisible","Eye in the Sky","2015","Inglés","Español","7.3","UK, Canadá, USA","Acción, Drama, Thriller, Guerra","https://www.imdb.com/title/tt2057392","Gavin Hood","Claudia Bluemhuber, Benedict Carver, Ged Doherty, Cheryl Eatock, Colin Firth, Guy Hibbert, Genevieve Hofmeyr, David Lancaster, Karen Lunder, Xavier Marchand, Anne Sheehan, Stephen Wright","Faisa Hassan, Aisha Takow, Armaan Haggio, Helen Mirren, Bob Chappell, Alex Gallafent, Aaron Paul, Babou Ceesay, Carl Beukes, Kate Liquorish","102","""The commander is in England. The drone pilot is in America. The terrorist is in Kenia. And the authority to strike is up in the air.""  Col. Katherine Powell, a military officer in command of an operation to capture terrorists in Kenia, sees her mission escalate when a girl enters the kill zone, triggering an international dispute over the implications of modern Guerrafare.","","Guy Hibbert","movies.csv_pics\movies_958.jpg"
"957","England Is Mine","England Is Mine","2017","ING/ESP","Español","5.8","UK","Biografía, Drama, Música","https://www.imdb.com/title/tt3717804","Mark Gill","Alan Graves, Tom Harberd, Phil Hunt, Orion Lee, Baldwin Li, Roger O'Donnell, Brian Perera, Compton Ross, Gregory P. Shockro, Harriet Guerrad, Duncan Western, Orian Williams, Tim Yasui","Jodie Comer, Jack Lowden, Jessica Brown Findlay, Simone Kirby, Peter McDonald, Laurie Kynaston, Katherine Pearce, Adam Lawrence, Graeme Hawley, Finney Cassidy","94","""On Becoming Morrissey""  A portrait of Morrissey and his early life in 1970s Manchester before he went on to become the lead singer of seminal alternative rock band The Smiths.","","Mark Gill, William Thacker","movies.csv_pics\movies_957.jpg"
"956","Enredos En Broadway","She's Funny That Way","2014","Inglés","Español","6.1","Alemania, USA","Comedia, Drama","https://www.imdb.com/title/tt1767372","Peter Bogdanovich","Wes Anderson, Robert Ogden Barnum, Rodney Baty, Noah Baumbach, Antonia Bogdanovich, Colleen Camp, Christa Campbell, Parry Creedon, George Drakoulias, Darin Dusan, Nils Dünker, Cassian Elwes, Lati Grobman, Hollis Hill, Logan Levy, Captain Mauzner, Carrie Menke, Brandon Park, Jeff Rice, Rudolf Rodriguez, Michael Sledd, Josef Steinberger, George J. Steiner Jr., Louise Stratten, Holly Wiersma","Imogen Poots, Illeana Douglas, Graydon Carter, Owen Wilson, Scott Campbell, Erin Heatherton, Melanie Hill, Jake Hoffman, Rhys Ifans, Richard Lewis","93","""Show biz has always been a little screwball.""  On the set of a playwright's new project, a love triangle forms between his wife, her ex-lover and the call-girl-turned-actress cast in the production.","","Louise Stratten, Peter Bogdanovich","movies.csv_pics\movies_956.jpg"
"955","Enron The Smartest Guys In The Room","Enron: The Smartest Guys in the Room","2005","Inglés","Español","7.6","USA","Documental, Biografía, Historia","https://www.imdb.com/title/tt1016268","Alex Gibney","Jennie Amias, Mark Cuban, Alison Ellwood, Alex Gibney, Jason Kliot, Kate McMahon, Susan Motamed, Christine O'Malley, Joana Vicente, Todd Wagner","John Beard, Tim Belden, Barbara Boxer, George W. Bush, James Chanos, Dick Cheney, Bill Clinton, Carol Coale, Peter Coyote, Gray Davis","110","""It's just business.""  A Documental about the Enron corporation, its faulty and corrupt business practices, and how they led to its fall.","","Alex Gibney, Bethany McLean, Peter Elkind","movies.csv_pics\movies_955.jpg"
"954","Equals","Equals","2015","Inglés","Español","6.0","USA, Indonesia","Drama, Romance, Sci-Fi","https://www.imdb.com/title/tt3289728","Drake Doremus","Driss Benyaklef, Jake Braver, Kim Seung Bum, Pyung-ho Choi, Chip Diggins, Samuel Yeunju Ha, Min Young Hong, Anadil Hossain, Megan Hughes, Russell Levine, Christopher Lytton, Nick North, Michael Pruss, John Radel, Andrew C. Robinson, Ann Ruark, Michael Schaefer, Ridley Scott, Jay Stern, Jared Underwood, Lee Jae Woo, Freddie Yeo","Nicholas Hoult, Vernetta Lopez, Scott Lawrence, Kate Lyn Sheil, Kristen SteGuerrat, Rebecca Hazlewood, Park Yoo-hwan, Bel Powley, David Selby, Aurora Perrineau","101","""Find your equal""  In an emotionless utopia, two people fall in love when they regain their feelings from a mysterious disease, causing tensions between them and their society.","","Nathan Parker, Drake Doremus","movies.csv_pics\movies_954.jpg"
"953","Equity","Equity","2016","Inglés","Español","5.6","USA","Drama","https://www.imdb.com/title/tt3958780","Meera Menon","David Alan Basche, Susan Bevan, Barbara Byrne, Brian David Cange, Suzanne Ordas Curry, Anthony Daddino, Salima Habib, Cecilia Herbert, David Hoffman, Audrey McNiff, Linda Zwack Munger, Alysia Reiner, Linnea Roberts, Candy Straight, Frank Thomas, Sarah Megan Thomas, Christine Toretti, Larry Weitzner","Anna Gunn, James Purefoy, Sarah Megan Thomas, Alysia Reiner, Samuel Roukin, Craig Bierko, Nate Corddry, Nick Gehlfuss, Carrie Preston, Tracie Thoms","100","""On Wall Street, all players are not created equal""  Senior investment banker Naomi Bishop is threatened by a financial scandal and must untangle a web of corruption.","","Sarah Megan Thomas, Alysia Reiner, Amy Fox, Amy Fox","movies.csv_pics\movies_953.jpg"
"952","Escalofríos","Goosebumps","2015","ING/ESP","Español","6.3","USA, Australia","Aventura, Comedia, Fantasía, Terror","https://www.imdb.com/title/tt1051904","Rob Letterman","Bill Bannerman, Greg Basser, Greg Baxter, Bruce Berman, Deborah Forte, Tania Landau, Neal H. Moritz, Ben Waisbren","Jack Black, Dylan Minnette, Odeya Rush, Ryan Lee, Amy Ryan, Jillian Bell, Halston Sage, Steven Krueger, Keith Arthur Bolden, Amanda Lund","103","""The stories are alive""  A teenager teams up with the daughter of young-adult Terror author R.L. Stine after the writer's imaginary demons are set free on the town of Madison, DelaGuerrae.","","Darren Lemke, Scott Alexander, Larry Karaszewski, R.L. Stine","movies.csv_pics\movies_952.jpg"
"951","Escalofríos 2: Una Noche Embrujada","Goosebumps 2: Haunted Halloween","2018","Inglés","Español","5.6","USA","Aventura, Comedia, Fantasía, Terror","https://www.imdb.com/title/tt5664636","Ari Sandel","Timothy M. Bourne, Deborah Forte, Tania Landau, Neal H. Moritz","Wendi McLendon-Covey, Madison Iseman, Jeremy Ray Taylor, Caleel Harris, Ken Jeong, Chris Parnell, Bryce Cass, Peyton Wich, Shari Headley, Christian Finlayson","90","""Halloween comes to life.""  Two young friends find a magic book that brings a ventriloquist's dummy to life.","","Rob Lieber, Rob Lieber, Darren Lemke, R.L. Stine","movies.csv_pics\movies_951.jpg"
"950","Escape Bajo Fuego","Kandahar","2023","ING/ESP","Español","6.1","USA, Arabia Saudita","Acción, Drama, Thriller","https://www.imdb.com/title/tt5761544","Ric Roman Waugh","Zeinab Abusalamh, Sam Barnett, Brendon Boyea, Gerard Butler, Joseph Newton Cohen, Billy Dietrich, Andrea Dimity, Will Flynn, Jonathan Fuhrman, Anthony Hall, David Haring, Basil Iwanyk, Ali Jaafar, Abdullah Jamjoom, Daniel Kaslow, Ruzanna Kegeyan, Harrison Kordestani, Mitchell LaFortune, Scott LaStaiti, Erica Lee, James Masciello, Christian Mercuri, Tom Ortenberg, Danielle Robinson, Jamal Sannan, Matthew Sidari, Alan Siegel, Peter Smith, Stuart Sutherland, Roman Viaris-de-Lesegno","Tom Rhys Harries, Farhad Bagheri, Gerard Butler, Mitchell LaFortune, Mark Arnold, Nina Toussaint-White, Bahador Foladi, Rebecca Calder, Olivia-Mai Barrett, Navid Negahban","119","""The only thing more dangerous than the mission is the escape.""  A CIA operative and his translator flee from special forces in Afghanistan after exposing a covert mission.","","Mitchell LaFortune","movies.csv_pics\movies_950.jpg"
"949","Escape Plan 2: Hades","Escape Plan 2: Hades","2018","Inglés","Español","3.9","China, USA, UK","Acción, Crimen, Misterio, Sci-Fi, Thriller","https://www.imdb.com/title/tt6513656","Steven C. Miller","Ryan S. Black, Montgomery Blencowe, Alexander Boies, Robbie Brenner, Barry Brooker, Alastair Burlingham, Anthony Callie, Mark Canton, Alana Crow, Charlie Dombek, Babak Eftekhari, Randall Emmett, Ted Fox, Arianne Fraser, George Furla, Wayne Marc Godfrey, David Hopwood, Qiu Jie, Robert Jones, Arnaud Lannic, Ron Lynch, Jasmin Morrison, Vance Owen, Tony Parker, Delphine Perrier, Scott Putman, Zack Schiller, Chris Sivertson, Mark SteGuerrat, Timothy C. Sullivan, Michael J. Urann, Stan Wertlieb, Henry Winterstern, Su Xing","Sylvester Stallone, Dave Bautista, Xiaoming Huang, Jesse Metcalfe, 50 Cent, Wes Chatham, Chen Tang, Tyron Woodley, Tyler Jon Olson, Titus Welliver","93","Años después de luchar para fugarse de prisión, Ray Breslin ha organizado una nueva fuerza de seguridad de primer nivel. Pero cuando uno de los miembros de su equipo desaparece, Breslin debe regresar al infierno del que una vez escapó.","","Miles Chapman, Miles Chapman","movies.csv_pics\movies_949.jpg"
"948","Escape Room: Sin Salida","Escape Room","2019","ING/ESP","Español","6.4","USA, Sudáfrica","Acción, Aventura, Terror, Misterio, Sci-Fi, Thriller","https://www.imdb.com/title/tt5886046","Adam Robitel","Ori Marmur, Neal H. Moritz, Karina Rahardja, Rebecca Rivo, Donovan Roberts-Baxter, Lynne-Anne Vosloo","Taylor Russell, Logan Miller, Jay Ellis, Tyler Labine, Deborah Ann Woll, Nik Dodani, Yorick van Wageningen, Cornelius Geaney Jr., Russell Crous, Bart Fouche","99","""Solve the Puzzle. Escape the Room. Find the clues or die.""  Six strangers find themselves in a maze of deadly Misterio rooms and must use their wits to survive.","","Bragi F. Schut, Maria Melnik, Bragi F. Schut","movies.csv_pics\movies_948.jpg"
"947","Escuadrón Suicida","Suicide Squad","2016","Inglés","Español","5.9","USA","Acción, Aventura, Fantasía, Sci-Fi","https://www.imdb.com/title/tt1386697","David Ayer","Bruce Franklin, Andy Horwitz, Geoff Johns, Steven Mnuchin, Alex Ott, Charles Roven, Deborah Snyder, Zack Snyder, Richard Suckle, Colin Wilson","Will Smith, Jaime FitzSimons, Ike Barinholtz, Margot Robbie, Christopher Dyson, Bambadjan Bamba, Viola Davis, Ted Whittall, David Harbour, Robin Atkin Downes","123","""Justice has a bad side.""  A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.","","David Ayer, John Ostrander","movies.csv_pics\movies_947.jpg"
"946","Esta Chica Es Un Desastre","Trainwreck","2015","ING/ESP","Español","6.2","USA","Comedia, Drama, Romance","https://www.imdb.com/title/tt3152624","Judd Apatow","Judd Apatow, Kim Caramele, Josh Church, Amanda Glaze, David B. Householter, Michael Lewen, Barry Mendel, Amy Schumer","Colin Quinn, Devin Fabry, Carla Oudin, Amy Schumer, Josh Segarra, Ryan Farrell, Robert E. Torres, Jim Florentine, Robert Kelly, Dan Soder","125","""All aboard""  A commitment-phobic career woman who has always thought that monogamy was impossible must face her fears when she meets a good guy.","","Amy Schumer","movies.csv_pics\movies_946.jpg"
"945","Estación Zombi","Busanhaeng","2016","Inglés","Español","7.6","Corea del Sur","Acción, Terror, Thriller","https://www.imdb.com/title/tt5700672","Yeon Sang-ho","Lee Dong-Ha, Yeon-ho Kim, Kim Woo-taek","Gong Yoo, Jung Yu-mi, Ma Dong-seok, Kim Su-an, Kim Eui-sung, Choi Woo-sik, Sohee, Ye Soo-jung, Park Myung-shin, Choi Gwi-hwa","118","""Life-or-death survival begins""  While a zombie virus breaks out in Corea del Sur, passengers struggle to survive on the train from Seoul to Busan.","","Park Joo-suk, Yeon Sang-ho","movies.csv_pics\movies_945.jpg"
"944","Ex Machina","Deus ex Machina","2015","ING/ESP","Español","6.4","Polonia","Comedia, Drama","https://www.imdb.com/title/tt4729856","Jaroslaw Banaszek","Jaroslaw Banaszek","Boguslaw Kudlek","47","Unemployed actor has stuck within the four walls of his apartment for weeks. He keeps in touch with the outer world by using computer and phone. What he does, is waiting. Waiting for the role, call from his agent, his mother. Alcohol and...","","Jaroslaw Banaszek, Boguslaw Kudlek","movies.csv_pics\movies_944.jpg"
"943","Éxodo: Dioses Y Reyes","Exodus: Gods and Kings","2014","ING/ESP","Español","6.0","UK, España, USA","Acción, Aventura, Drama, Fantasía","https://www.imdb.com/title/tt1528100","Ridley Scott","Mark Albela, Peter Chernin, Mohamed El Raie, Mark Huffam, Teresa Kelly, Denise O'Dell, Mary Richards, Michael Schaefer, Ridley Scott, Hisham Soliman, Mirel Soliman, Adam Somner, Jenno Topping, Heather Willman, Sebastián Álvarez","Christian Bale, Joel Edgerton, John Turturro, Aaron Paul, Ben Mendelsohn, María Valverde, Sigourney Weaver, Ben Kingsley, Isaac Andrews, Hiam Abbass","150","""Once Brothers, Now Enemies""  The defiant leader Moses rises up against Egiptoian Pharaoh Ramses II, setting six hundred thousand slaves on a monumental journey of escape from Egipto and its terrifying cycle of deadly plagues.","","Adam Cooper, Bill Collage, Jeffrey Caine, Steven Zaillian","movies.csv_pics\movies_943.jpg"
